overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
2.0,False,"12 4, 2007",A352UWZ826D8KX,B000059WIM,Jim Bettis,"Fortunately, I bought this game at Half-priced books, used. Mind you, I'm an action/adventure gamer, so you folks who love these kind of games might find it fantastic. To me, it's absolutely and painstakingly slow! I thought something was wrong with my mouse, because it took forever for me to turn around in a room. Nope. I checked it out and the mouse is fine. So it's something to do with the game. It's one of those games you can't interact with. You have to find the clues and sometimes when you aim the cursor at the clue, it doesn't highlight, so you miss it completely. Not good for THIS type of game. I have to say, I'm just starting the game and using a walkthrough. Still, even with the walkthrough, the clues aren't showing up and it takes forever to get them to show up and work! The graphics are pretty good. I'll give it that. But holy perogies... How do you people enjoy these types of games? It's so damned boring! I like games where you can interact with the environment; where you feel like YOU are part of the game. So far, this doesn't cut the mustard (whatever that means...). I'll probably try a little more tomorrow and the next day before I finally get tired of wasting so much time just trying to move around. Click here and wait... Dum dee dumm... Ok finally. Now, click here and wait... Dum dee dumm... Thanks but no thanks. I'll stick to my action games where I can at least move the character at will. I had to give it two stars because the graphics were good and the atmosphere WAS spookey. But, in my opinion, don't buy this game new. Unless, of course, you're the type who enjoys these tedious, slow, poorly controlled games. I can usually tell within a few minutes whether I like a game or not and I don't like this one. Nope. No questions about it.",This game needs a stake in the heart...,1196726400,,"{'Edition:': ' Standard', 'Platform:': ' PC'}",
2.0,True,"08 24, 2015",A2F9WPDCBKEFRX,B002E1OXVU,B Wiley,"I loved SVR2009, but this one was a let down. I was hoping for just a few improvements, but it was a step backwards.",Disappointing,1440374400,,{'Platform:': ' PlayStation 3'},
2.0,False,"11 28, 2014",AT83Y7UH3YYME,B00K848IH0,Mandy,"I've played every generation of pokemon games, and this is the first time I've been disappointed. After the strides made in XY, I was expecting more out of this.",Disappointing.,1417132800,3,"{'Edition:': ' Alpha Sapphire', 'Platform:': ' Nintendo 3DS'}",
2.0,False,"05 17, 2015",AT8AU8JXORU99,B00BGA9ZZ4,Sergei Kolobashkin,"I've seen a few games in my life. Been collecting since SNES. I've played good racing games and bad racing games. People said a lot of bad things about this one. Is DRIVECLUB that bad? I'm so glad you asked.

I'll start on a good note. This game is beautiful. The cars look almost real. The locations look stunning and the weather effects also deliver. This is it. I can't say anything good about the gameplay or numerous features, that this game promised to deliver.

It's so f-ing boring, damn it! The locations are lifeless. The music is so generic, it belongs in Need for Speed 2. The whole game feels like an old racer, way before Midnight Club.

There are a lot of network features, that make a difference, but don't really add much depth. Sometimes the servers are down for no reason whatsoever. Multiplayer rarely works good, although I haven't had any connection problems with NFS Rivals or The Crew.

I dropped this game after beating a few tours. Why? It's simple. Whatever car you drive, it feels similar to the other one. If you drive a hatchback, it goes fast. If you drive a GT, it feels the same as a hatchback, but a little bit faster. A hyper car is simply uncontrollable. I've had a few cars from the list so I know, how they should feel.

The gameplay is repetitive and boring. NFS Rivals is a better game, although it had so much things done wrong.",Don't be deceived,1431820800,3,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
2.0,False,"06 6, 2009",AIVJB0CQ4N6R7,B000ZK9QD2,Andrew Kamerosky,"The campaign, I should open with that.  Games that are not explicitly online multiplayer (e.g. Battlefield series) should have a strong campaign that is more than a extended training system for multiplayer.  I often felt so frustrated when I couldn't get past a part (Driving the tank across the ice while being bombed) after several tries that I had to put the game down and play something else or just read a book.  While the story was much better than I had expected, it left a lot out and sometimes just made no sense (The lab... did the humans create the Locust?  I couldn't tell).

The game play was ok, there was enough variety in weapons to be fun without being confusing (Though I played most of the game with only the chainsaw gun and sniper rifle, occasionally a grenade but never a pistol unless I ran out of ammo for everything else) but the game just felt lacking.  I know, vague, but much of the game played the same way; get under cover, fire until everything is dead, find next cover, repeat.  The few times when you were given a chance to ride in/on something ended quickly and at times mind numbingly frustrating.  The ending was a little blah, circle the super-monster-bomb while it was bombarded by orbital satellites until it exploded, not that interesting considering you were riding that monster before it decided to mutate.

Multiplayer is just boring.  The game systems function great against the AI but when playing with other people it again was slow and often a situation of who had the biggest gun or brought a friend.  The game played like so many games before it, but couldn't pull it off as well.  I would rent this game, it is not worth owning.  Keep hold of Halo 3 and wait for Recon, those have the online gaming thing down.","Still trying to be Halo, that goal just does not work.",1244246400,2,{'Format:': ' Video Game'},
2.0,True,"03 16, 2013",A360J2LJ791JVJ,B0009I95TK,Skinana,Reviewed this earlier but it is not a good purchase as the camera just isn't what they say it will be when you hook it up.,Eye Toy Kinetic,1363392000,,{'Edition:': ' Standard'},
2.0,True,"10 25, 2016",A5ZBKUUP9SYUJ,B00ZPQZMUM,WorkingoutGuitarist,Didnt like this game to much didn't finish it made it to final boss but then found out i have to collect a bunch of things to beat it and it would take forever and wasn't worth finishing it and load times are brutal you think they would have that down by now but apparently they don't i would play my guitar during the loading screen wait for it to go real cheap if you want to check it out,Didnt like this game to much didn't finish it made it ...,1477353600,2,"{'Edition:': ' Standard', 'Platform:': ' Xbox One'}",
2.0,False,"09 9, 2009",A1WEL67Y9X6VLO,B0015HYPOO,Michael Thompson,"Wheel is nicely made, works great with GT5... however it doesn't work with a number of other racing games I have, because I 1) can't adjust the controller settings in the game to use the foot pedals, and 2) can't adjust the wheel to accept different inputs for the foot pedals.

As a result, you end up with a product that SOMETIMES works very well.  Annoyingly, it requires a USB port on the front of your system, and also requires a power plug, so you'll have two cords running across the room, which is somewhat a disappointment given that most of us have gotten used to wireless controllers.

I have both an xbox 360 and a ps3, and while this wheel is of a better construction, I will be buying pretty much all future racing games for the xbox unless I know for certain this wheel will play nice with my game on the ps3.","great, when it works",1252454400,,,
2.0,False,"08 23, 2005",A18URMASCEWJK3,B0000A1VEU,Jan,"To summarize.....

If you want to play a game where it is close to impossible to control the protagonist, solve puzzles that doesnt make any sense at all to the overall story, climb walls while jumping from a ledge to pole over a crate while doing backflips - this just might be a game for you.

Add no savegame option (there are savepoints, but these are very, very far between), gameplay so linear it makes Pac Man and Space Invaders seem open-ended, and a pretty lame story - Voila, you have got Prince of Persia, The Sands if Time in a nutshell.

Some graphics were ok though,,,,,

Bargain bin fodder? Na, trashcan rather

Jan, Norway",Bargain bin fodder,1124755200,6,,
2.0,True,"10 14, 2015",A2NOZQ5Q31ZAB9,B005M2KS12,SKo,Cord is not very flexible and has permanent kinks in it that i can't straighten out and the scroll wheel feel mediocre. The buttons and shape feel pretty good but the side buttons are positioned in a way that it is impossible to hold the mouse without accidently pressing them.,The buttons and shape feel pretty good but the side buttons are positioned in a ...,1444780800,,{'Color:': ' Black And Orange'},
2.0,True,"03 8, 2013",A2G563AC1HME2R,B003OAE79S,Eric J. Spencley,"*Please rate if helpful*

I needed a new mic because my first one internally broke.  People were able to hear me but i could not hear them.  Because i do not play xbox live that often, i wanted something cheap.  This mic was very cheap however after about 6 months, the mic failed just like my first one did.  Something inside is broken and does not provide a solid connection.

Overall, this mic is cheap but know that after a while, it will fail.  It is comfortable to wear though.",Microsoft really dropped the ball on this one,1362700800,,{'Size:': ' one size'},
2.0,True,"05 7, 2016",A2HBIQ3BLUER88,B000RLWF7I,Lori,It's ok. Works but there are better products out there,Works but there are better products out,1462579200,,{'Size:': ' 1 Pack'},
2.0,True,"08 3, 2016",A2XTZW2R2CYRBK,B00KF7BEFS,Jose David Pea Maineiri,Bad game,Two Stars,1470182400,,{'Format:': ' Video Game'},
2.0,False,"09 26, 2017",A3QNQQKJTL76H0,B01GW3OHMK,BBP,"Prey is a reboot no one asked for, and it has nothing to do with the original 2006 game (<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Prey-Xbox-360/dp/B000C427NM/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Prey - Xbox 360</a>). I really liked the Native American / alien abduction aspect of the original, but sadly, that's all done away with. The new Prey has many problems. It's basically BioShock in space, from the over-used art-deco visual motifs down to the way ""neuromods"" are injected into your body (skills/abilities).

The game map itself is very small, taking place entirely on a space station, which has about 12 sections. To get from one section to the next, you have to suffer a 1-2 minute load time. If you play this game from start to finish, you will literally waste several hours of your life on load screens. This is absolutely the worst aspect of the game, and possibly a limitation of the CryEngine. It really takes you out of the experience, and I dreaded having to go through a door. Compare this to Zero Dawn Horizon, which is free roam and open world, with no load times.

Most rooms and computer terminals are initially locked and you have to find the corresponding keycard or password in another part of the station to progress. So typical gameplay is, go to one section of the station, find the card/code then go back to the other part of the station. You will have to travel back and forth between sections many times. Some locks require hacking to open, which you can do once you've acquired the right hacking skill level. Hacking an item opens a timed maze mini-game. Get the cursor into the target and avoid the walls of the maze, which shock and slow you down. Some doors absolutely require the appropriate card to open and are not hackable.

The weapons are very limited, underpowered, and lame: shotgun, Gloo gun (shoots incapacitating foam), stun gun, pistol, wrench, etc. The game is set in 2032 which is not that far in the future, but really, some better, more original weapons would've been more fun. I ended up using the wrench most of the game because most of the weapons were useless. The pistol, for example, does a paltry 12 damage! 12!

Enemy design is also very limited. You'll see only about a dozen different kinds of aliens, which either float, scuttle, or are bipedal. There's not much variation. One aspect of the game I did enjoy was the materials recycler, but maybe that's because of my OCD. Put unwanted items in the bin and convert them to basic materials cubes, which can be fed into a Fabricator to make items/weapons/upgrades.

I finished the game, out of nothing more than pure stubbornness. I wish I hadn't. The ending is extremely unsatisfying. I won't spoil it for you, but it's really disappointing and made me feel even worse about wasting many hours on the game. It's a bit disingenuous to have spent so much time playing to find out that the ending is what it is, and that your actions have no consequence. If you rescue crew, there's no reward at the end. You are also lied to. One of the objectives in a side mission is to ""escape Talos I"". If you complete the step, the game immediately ends with a voiceover!

Save your time and money.",Don't fall Prey to this bad game,1506384000,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
2.0,True,"05 31, 2016",A3N4C8LI7V0JPL,B00XO041RQ,Mark,Got what seemed to be the right product but was wired rather than wireless. Go figure! Company very cooperative though!,Wow,1464652800,,,
2.0,True,"02 22, 2014",A1987V5OCO6QHS,B00DJYK6IA,Long Island Dad,"After paying $30 for this for my young daughter, it proved to be a pretty bad game, full of bugs and very boring game play. It was almost as bad as Monster High for Wii U, which is arguably the worst game ever.",I'd rent it first...,1393027200,5,{'Platform:': ' Nintendo Wii U'},
2.0,True,"10 12, 2012",A2XX2A4OJCDNLZ,B000X2RKOO,RatherLiveInKeyWest,"Cool concept, but the application just did not cut it for us. The sighting is off, it does not zero when looking down the barrel's sight. The trigger is just not friendly. Went back to classic style controller with toggle and nunchuck. Oh well, we tried. At least it was not a big expense.",One of the few accessories that just is not perfect for us...,1350000000,,,
2.0,False,"05 16, 2016",A1FMN4KVUKHZ5X,B00KWFCU4M,Revan,"I really, really wanted to like this game. An open-world RPG in a Science Fiction world sounded like something I would love.

Xenoblade Chronicles X certainly started out that way. The intro of the game showed instant promise (I'll omit it to prevent spoilers, but it was great). After the events of the intro, you start out on a remote, alien planet, with no memory. You are immediately found by Elma - a military woman who can clearly handle herself in a fight. This was great. Unfortunately, it was mostly downhill from there.

Pros:

+ It's an RPG on the Wii U, which is a rare thing

+ Large open world, with beautiful alien landscapes

+ Elma - a great character with interesting abilities.

+ Skells - these are gigantic mechs that you can pilot. They're awesome - and not enough games have mechs included.

Cons:

- The dialogue - Wow. The writing is bad, and the bad writing is poorly delivered by the voice actors. Every conversation had at least three or four cringe-worthy moments, and the writing/story was so bad anyway that I found myself longing to skip the cutscenes.

- The lack of instruction - The Wii U is a great console for being accessible. Most games on this system are fairly easy to learn how to play. They explain what is going on (occasionally too much), to the point that you never really wonder how things work. Xenoblade Chronicles X is the antithesis of that. The game barely explains anything beyond basic controls, and you are left wondering ""Why is that ability flashing?"" or ""What does that indicator mean?"" until you dedicate a couple of hours to reading the electronic manuals. To be fair, the manuals do an excellent job of explaining things, but it seems a little strange to require the player to read the electronic manual but NOT tell them to do so.

- The Combat - This is boring and uninspired. It mostly consists of watching your character fire/attack, and waiting for cues and callouts from your teammates so you can do combo attacks. At best, the combat feels like a slightly more boring version of stereotypical MMO combat (during tougher fights such as boss fights). At worst, you feel like you barely need to even pay attention to the combat (most fights in the open world). Many of the other faults of the game could've been forgiven if the combat was fun, but it was one of the worst parts of the game, and unfortunately, what you spend most of your time doing.

- The Graphics - To be fair, this game pulls off some impressive graphics, given the hardware it has to work with. With that acknowledged, the graphics look extremely dated for the most part. Things look pretty good from a distance, but when you get close you start to see how subpar the graphics are, especially if you've been playing any other modern games.

- The load times - I bought this game on disc. The load times were horrendous. By far the worst in any game I've ever played. They've tried to mitigate this by offering ""optimization packs"" as free DLC on the eShop, which basically downloads parts of the game to your hard drive so they don't have to load off the disc. While this definitely helps, it also takes up a significant amount of hard drive space. If you're using your stock 32 GB  hard drive, be prepared to dedicate a large part of your hard drive to these optimization packs. Even with the packs installed, the load times are still pretty bad. For example, I frequently had to wait 15-20 seconds for my character to re-appear on screen after changing a single piece of equipment. It took so long that the first time it happened, I literally thought something had gone wrong with the game.

- The story - It really wasn't that interesting past the intro.

- The characters - Except Elma, the characters were all pretty bland, and some of them were downright annoying. The worst offenders were some of your early party members - you have Lin, the thirteen year old girl who is supposed to be edgy but mostly comes off sounding stupid most of the time. You have Tatsu - the talking vegetable (yes, really. Your characters spend a dialogue scene trying to decide if he's a potato or a turnip), who annoyed me every time he talked. The later companions you get are a little better, but everyone is bland, poorly acted, and underdeveloped.

Overall, this game was a major disappointment for me. Obviously there are people who enjoy it (the game currently has a 4.5 star overall rating, for example) but it is definitely not for everyone. There are much better games on the market today, and I can't help but wonder if this game's high ratings come soley because of how game-starved the Wii U library is.",Mediocre at best,1463356800,5,{'Platform:': ' Nintendo Wii U'},
2.0,True,"09 13, 2016",A16CL3JSLRB86,B000I8A2F2,TAMMY SCHEXNAYDER,"I DON'T LIKE IT
IT WOULD NOT INSTALL ON MY COMPUTER",I DON'T LIKE IT IT WOULD NOT INSTALL ON MY,1473724800,,,
2.0,True,"11 14, 2014",AKL3H8NKYEB8C,B0050SYAQ2,bluto20,I got bored with this game after about 2 hours of playing it,Two Stars,1415923200,,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
2.0,False,"05 17, 2010",A24IRTOBWGTL27,B000ZK9QCS,Michael-,"One of the nicest looking Ps3 games I ever seen.

I would give it a rent first see how you like it.., Its a masher so expect to hit things hundreds of times and you don't get to fight how you want to you must always do it how the game dictates no room for creativity, which is a big disappointment.

This is very much controlled like a Ps1 game. You cant look around at all. You cant look at your objective either, so you will be leaping blindly at walls waiting for a spot where it garb on and it looks silly. The game takes full advantage of the fact the controls are terrible at your expense. You will find your self walking one way only to have it go the other direction.

As nice as it looks, it can be a pain to play. You have to be so precise even to climb a simple latter that you will end up doing the same thing over and over just to have it open a chest or climb or what ever. If its a timed moment forget it, sometimes it takes 5 tries just to get him to grab on to what ever or make the ICON appear.

Remember, Sony paid huge dollars for the review scores in the form of advertising dollars to Gamespot , ETC.

Very disappointing!

RENTAL","(6.8) - God Of War 3 - Beautiful, but still uses PS1 controls.",1274054400,2,{'Format:': ' Video Game'},
2.0,True,"11 21, 2013",A15LZC7XINU9A1,B00EALIPAC,mandaleah,"Not worth the purchase at all. Only gets 2 stars because I love the show/characters. This game is pitiful. Absurdly grindy to the point of being absolutely unplayable (and this is coming from someone who played Ragnarok Online for 6 years), horribly done, and overall a massive disappointment.",do not buy,1384992000,2,"{'Edition:': "" Collector's"", 'Platform:': ' Nintendo 3DS'}",
2.0,False,"05 15, 2009",A1SHSOJRHEBL92,B0012N3T3Y,A. Nonimowse.,"Resistance 2 is the sequel to Resistance: Fall of Man.  It takes place, I think, in the future where an alien race has assaulted planet Earth.  Apparently they have the ability to make people into their race, or something.  I don't really know, as the plot is very uninteresting and mostly inconsequential.  You play some guy, a ""Sentinel"", which means something special, but I don't know what.  As you can tell I didn't play the first one, so maybe this is all stuff I should already know.  Regardless, it all seems very generic and super thin on plot.  I have not played in multi-player, as I have no interest.  Apparently this is where the game shines, or so I'm told.  I'll never know because it is unlikely I'll ever put it back in the tray.

The environments are pretty stunning in some places, the graphics pretty good, and the sound very rich.  The gun variety is lacking...  most of the time you will have the same weapon, or whatever weapon you have ammo for.  Since you can only carry two weapons at a time you'll be forced to dump weapons in trade for whatever you can find that has ammo.  Apparently this passes as strategy.

There have definitely been a few fun parts, here and there.  Some parts where the chaos of battle is thick and you are running around, immersed.  Most of the time the game involves cheap one-hit kills or times of nothing followed by a massive wave of enemies.  Rinse, dry, repeat.  While there is variety in enemies, there isn't much variety in game play.  Yes, the game hits all the standard FPS style levels:  Open space with big combat, open space with big bad guy, enclosed space with low lights and is kind of spooky, enclosed space with lots of bad guys, one on one ""big boss"" battles, desolate towns, and alien spaceships.  All very generic.

My biggest complaint with the game is that it devolves into ""Serious Sam"" style game play.  You'll, essentially, round the corner to find a gigantic pile of bad guys who want nothing more than to kick-start your face with their massive arsenal of weaponry.  You'll do lots of running in circles trying to track and kill waves of spidery things, packs of flying drones, waves of zombie-like-rip-off things, and big dudes with player-seeking missiles.  It gets old, and in my opinion is the mark of poor level design.  Checkpoint, walk a bit, massive swam of bad guys, checkpoint.

I'm not entirely sure what I expected when I got this game, but I was certainly surprised at the poor quality of this game.  Graphics only go so far, and a good concept isn't worth anything if it is executed poorly.  Resistance 2 wouldn't be a bad rental, or even on discount -- but at full pop, it just kind of leaves a bad taste in my mouth.","Uncreative, repetative, waves of enemies and lame run and gun",1242345600,3,{'Format:': ' Video Game'},
2.0,True,"07 12, 2014",AZQH25U82BNY8,B000TGB4UK,Amazon Customer,"Arrived as described, no problems there.  The play on this Tony Hawk game is quite different from all the others.  I just couldn't get into it as much.  Ended up pawning it.",I don't recommend this game.,1405123200,,{'Platform:': ' PlayStation 3'},
2.0,True,"11 27, 2014",A23TFC1I975PJY,B00DHF3A4S,SDMF,"A survival horror game from guy behind RE, RE4, and SotD is a no-brainer and sounded like gold.  But what we got was more brass.  The Evil Within is a game that had some good ideas that were lost in idiotic design.

The good- some dirty, creepy environments and enemies.  For sheer disturbing factor, Boxman is up there with Pyramid Head IMO.  The upgrade system was well done and helps you tailor your experience the first time through.  That's about it.

The bad- oh boy...  A game that gives you precious little supplies should allow you to avoid combat.  This game rarely does.  As such, you will frequently rely on the melee button and die.  A lot.  And not in a ""I could have done better"" way, but in a ""WTF were they thinking"" way.  Your character is very weak, meaning the already limited supplies are even more precious, and frustrating, to have to use.  Forget about the story.  It's on-par with Vanquish.  But the BIGGEST travesty is in the design.  Multiple sections require near-perfect performance.  Anything less is death and retrying entire areas.  Three areas come to mind- the Boxman, a series of switches with Lisa, and the water level.  Yes, a water level.

If you want to play a great survival horror game, I'd go with REmake, Silent Hill 2, Dead Space, or any other number of critically-acclaimed titles.  TEW is not one of them.","Son, I am disappoint.",1417046400,,{'Format:': ' Video Game'},
2.0,False,"10 17, 2014",A2QNCWONJWWAQX,B00LLIQS6U,Powerdad &amp; SuperMom ,"Ok so I have read most of the reviews all over the Net. I think more then anything most people WANT this to be a great game. In my honest opinion, however, this is one of the most BORING games I have ever played. I am a fan of the 'Fallout's' , Skyrim, mass effect (all three) Borderlands 1 & 2. So I really genunenly enjoy FPS and RPG's.
The Good :
The bad: have to ALWAYS play online, so for dad's/Mom's, hubbies/Wifies, and anyone who needs to pee, you have NO PAUSE, I don't like that.
Seems to me the developers took their exsiting title (Halo) and jammed it up with loose fitting RPG elements that poorly mimic Borderlands 2.
Character customisation is a joke, because no matter which race you choose (there are only three) you back story is the same. As goes for the class system (another poorly implemented RPG element) is dosent really matter. I tried all three and had exactally the same gameplay experiance, so why have a class system to begin with?
I wanted this to be at least a good game, but its highly repetitive (Think supped-up FP World of Warcraft) enemies do not vary AT ALL. Every once in a while you come across a ""Wizard"" (In a Sci-Fi futuristic space fairing age) that is slightly more difficult then his less tanked up AI partners. Oh and the AI is horrid. They basically let you kill them, to make it more difficult there are just MORE of the same dumb enemy. Area's are okay, scenery is nothing really that special, honestly I think Oblivion had beeter sceanery for it's time.
Don't waste any money on this game, not one red cent! DO NOT PAY $60 for this, heck, after playing it for the better part of a week, I wouldent recommend this even if PS was giving it away for free. Lots of Hype, for really not that much. I gave it two stars because as a shooter (thats all this is) it is decent.",Another hyped up Let Down :(,1413504000,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
2.0,False,"10 30, 2008",A1M94I72MNLJ00,B000X9FV5M,Marine Biker,"I never thought I'd be saying this but,I'm done.
I've been building my own gaming machines for years and it's been a blast.
I've upgraded video cards,downloaded updated drivers and dealt with all the other fun stuff that goes with PC Gaming but,the last two games have done me in.....for good. What two games could turn off an avid Gamer? Brothers In Arms Hell's Highway and Far Cry 2. Nothing was wrong with either game,when they ran,it's the when they ran BS that clinched it for me. Brothers put me through the BSOD (ati3daug.dll) until I backed down to the original drivers that came with my ATI 3870. Far Cry 2 is now crashing to desktop,no error message at all.
I been on a few forums and everyone seems to think that it has something to do with the security that's on the disk,if this is the case,it will be the nail in the cofen. I won't give up gaming,I'll just start using my PS3 for more than a DVD player. Oh,you want a game review when it runs it's fun. It looks good, sounds good but if I had to do it all over again I'd pay the extra 10 bucks and buy the PS3 version.",PC No More,1225324800,2,{'Format:': ' Video Game'},
2.0,True,"05 28, 2013",A3OTC74RDJ2DJX,B00GGUUUQW,S. Iwer,"the first game was a blast, this one is repetitious in every area the same zombies and yes you go back to the same areas.",not as fun,1369699200,,{'Platform:': ' PlayStation 3'},
2.0,True,"05 27, 2008",A7MD7M7ROLLJQ,B0013B5NCK,L. Milo,I bought this for my eight year old daughter. She thought it would be fun to make toys. She said it was boring and not as much fun as she expected.,not too much fun,1211846400,3,,
2.0,True,"11 13, 2014",A28RS8GHWKT1JA,B00GRQAMJA,Sloppy Joe,I see no noticeable difference using this device.,Okay?,1415836800,,,
2.0,True,"09 20, 2000",ATMQ311QH86HN,B0000488VR,Phantasmagoria,This is not a game it is a completely computer rendered movie with good Dialogue decent story and wonderful music.  The problem is I play video games to play and this title lacks gameplay in a woeful manner.  You switch modes so there is some upclose gun battles alot of em in fact thats all the gameplay really consists of besides wandering around.  The hunting mode is fun for about ten minutes until you master it.  I would buy this game for under  twenty bucks and be happy with the entertainment value I got from the FMV's and the soundtrack both of which are incredible.  If you are looking for a scary little movie that you push along you might just like it but rent first.,If I want a movie I will buy a DVD,969408000,3,,
2.0,False,"10 17, 2005",ACAWLJ657YB0B,B00083G5C6,lionelhoss,"This is a disasterous game.  You can not make it through Franchise mode without playing the same game 4 times because of the software conflicts which turns off the system COMPLETELY!  Along with it shutting off the PSP, the graphics are not that far from the playstation and there is NO Play REVIEWS!?  no challenges?  I thought this year there are challenges.  Again, too bad Madden signed his life over to EA Sports.  Do not buy this game, Seriously.  EA Games on the other hand has BURNOUT LEGENDS.  IT IS A WORTHY GAME, The Graphics are outstanding. I suppose each division of EA has it's own standards.  Dont fault EA GAMES, FAULT EA SPORTS.",EA Sports - It ISN'T in the Game,1129507200,3,,
2.0,True,"05 9, 2013",APD0FAYEH5RD7,B004LWEKCM,Chris94,"I had hope for this, and for the price I got it $10 new it is worth it but overall it's just an average game.
The story really could have been great, but these terribly boring main characters ruin it.
The setting is fabulous and so are the enemies but the story is about finding your characters kid. If the story was similar to homefront I think it would have been amazing. Like I said the enemies are great. There's many varieties, many bosses, they look bad a** and they talk to one another in some crazy language.
And I love how the fighting area changes and you can be walking on the side of a building, facing down towards the streets shooting enemies, it's great
But the things tht ruin the game for me are these,
The sound is horrendous. Guns and explosions have no boom to them, it's just flat and voice acting is bland.
The graphics are outdated for a 2012 game. Explosions look terrible, guns look like plastic and the characters look bland.
Also the game feels like they wanted to imitate gears of war, but they failed. The cover system is slow, the controls are practically identical(besides reload is Y for some reason) and they even stole a gun from gears of war the retro lancer. The main gun in this game looks exactly like the retro lancer in gears, and even has a fricken bayonet.
After playing for a few hours I became very bored of this game.
It's just nothing new or exciting.
Graphics-6/10
Sound-4/10
Story-7/10
Gameplay-6/10
Originality-5/10
Fun-5/10
Setting-7/10
Overall-5/10",Average game.,1368057600,,{'Platform:': ' Xbox 360'},
2.0,True,"09 12, 2018",A2TVIN8T37G2K,B01BEUL5T4,PicanteBison,Looks cool but not useful in game,Just a statue,1536710400,,,
2.0,False,"11 6, 2016",A33Y35HJGDHZ2H,B01EZA0DEI,commorancy,"While the graphics are mostly amazing to behold and the environments are superb, the game mechanics are lame beyond belief. We're supposed to believe that this is set some point in the distant future with levitating space ships, yet the weapons are still manual reload and the armor is non-existent? Sometimes I just don't get game developers. You spend a ton of time (and money) working out the 'futuristic' detail of the environments, the ships and cyborgs only to leave the troops locked back in time with 90s lame weapons and effectively no armor. Worse, there's no HUD or suits or anything that would actually say this is some kind of futuristic warfare. Because of this, it takes like 3 bullets and your character is dead.

On top of the lame game mechanics, you supposedly play as a 'team'. Yet, there's absolutely no team work at all. Nothing is more frustrating then having 3 other companions that all shoot bullets that cause no damage and kill no enemies. And, of course, this game's enemies have 100% accuracy of aim... every single one of those enemies with sights trained firmly on you, not your companions. I can excuse this game mechanic on games written in the 90s, but in this day and age it shouldn't exist. Enemies need to have far less accuracy then that so when they can't see you, they can't hurt you.

In addition to the above, it took over 4 hours just to get the game installed (not including Modern Warfare which is still installing).

I know a lot of reviewers are angry because you had to buy this edition to get the remaster of Modern Warfare, but ignoring that whole fiasco, I can't honestly recommend Infinite Warfare to anyone. It's not fun and the play style is more annoying than anything else. While I liked Advanced Warfare, this one is destined for the bin.",Below average FPS with lame game mechanics,1478390400,4,"{'Edition:': ' Legacy', 'Platform:': ' Xbox One'}",
2.0,True,"04 26, 2016",A2BWZ6RXKYPG5F,B00KVL0SIM,Mark A. Mcdonald,"Most HACK friendly game out there today. If you enjoy hacking the heck out of a game and pwning all in pvp and pve without fear of repercussions from the game makers, then this game is for you. Standard dps might be 80k, but hacked its 1.8mil and all are insta killed LOLOLOL",MOST HACKABLE/GLITCHABLE GAME OUT THERE,1461628800,,"{'Edition:': ' Standard', 'Platform:': ' PC'}",
